order_id,product_id,quantity,price
1,18,3,518.1
2,5,1,274.35
2,5,1,728.36
2,12,1,865.51
2,8,2,513.99
2,19,2,335.32
3,12,4,523.75
3,11,5,627.36
3,15,1,596.86
4,10,2,714.67
4,4,4,725.81
5,14,4,649.51
5,9,1,368.13
6,6,2,440.89
7,9,5,510.67
7,4,5,569.62
7,13,2,947.59
7,15,5,486.97
8,20,3,157.99
8,2,4,817.75
8,11,5,631.88
8,19,1,156.09
8,2,3,343.08
9,4,5,808.28
9,16,4,878.58
9,1,4,971.11
9,7,2,677.89
9,7,2,815.56
10,19,4,990.72
10,6,4,790.64
10,3,3,849.49
11,16,2,277.3
11,14,1,810.26
12,15,1,764.03
12,2,5,568.15
12,1,2,611.81
12,15,5,740.82
12,18,1,243.63
13,18,4,524.27
13,14,4,715.68
14,8,4,719.8
14,16,4,860.87
14,9,4,190.97
14,11,2,760.25
15,19,5,534.28
15,9,5,268.53
15,15,4,441.47
15,6,5,973.84
16,12,5,408.12
16,16,2,903.68
16,8,5,903.16
16,18,4,230.87
16,14,3,460.9
17,11,2,531.43
17,1,4,315.57
17,8,1,338.94
17,1,1,242.32
17,13,5,782.43
18,14,3,679.57
18,5,5,834.18
18,20,1,876.49
19,4,4,908.75
20,1,3,453.6
21,13,2,116.35
21,10,4,335.89
21,9,2,309.88
22,8,4,372.95
23,1,4,926.44
23,9,5,331.07
23,5,4,168.0
23,11,4,802.36
23,7,2,503.32
24,2,1,196.1
24,4,4,284.1
25,20,2,637.87
25,7,2,847.09
25,18,2,848.27
26,7,5,469.36
26,12,2,975.4
27,15,5,577.68
27,1,1,351.97
27,4,3,917.34
27,15,4,667.59
27,9,3,665.87
28,7,3,107.35
28,4,5,195.41
28,20,1,529.85
29,12,5,878.29
29,7,3,728.84
29,8,4,226.2
30,12,2,493.71
30,14,4,810.83
31,15,4,234.52
31,9,2,817.19
31,16,1,713.01
32,20,2,636.48
32,7,5,269.32
33,7,4,131.07
33,8,4,341.45
33,13,1,237.92
34,2,5,306.18
34,17,5,940.67
34,9,3,903.27
34,1,4,543.21
35,14,5,489.64
35,14,1,355.15
35,17,2,571.19
36,11,2,862.74
36,17,4,961.3
37,1,1,974.42
37,17,1,852.67
37,8,4,481.45
38,11,4,912.07
38,2,2,416.7
38,9,3,547.4
38,20,3,336.35
39,12,4,844.0
40,17,3,623.85
40,16,3,386.26
40,14,5,614.65
41,19,2,787.6
41,8,5,539.67
42,18,1,430.98
42,3,3,278.52
42,12,2,127.39
42,5,3,107.69
42,17,4,252.72
43,17,5,235.46
43,11,4,109.34
43,5,2,810.36
43,20,2,504.49
44,9,2,543.88
44,5,1,527.78
44,5,5,281.59
45,16,4,336.81
45,4,2,584.89
46,16,3,155.13
46,7,1,920.8
46,3,2,528.8
46,16,1,368.14
46,12,4,488.6
47,1,5,712.17
47,4,1,589.76
47,15,5,813.04
47,6,1,693.8
48,17,4,895.4
48,17,4,433.46
48,5,1,928.86
48,2,3,790.77
49,13,5,119.71
49,14,3,580.28
50,11,2,502.29
51,9,3,539.07
51,18,5,850.08
51,19,3,750.7
51,2,4,434.08
51,8,4,895.17
52,10,3,814.33
52,3,4,754.84
52,4,4,291.11
52,10,2,854.76
53,15,4,726.28
53,9,4,600.83
53,8,1,302.67
