order_id,product_id,quantity,price
1,6,4,213.7
2,6,3,956.52
2,10,2,665.21
3,16,2,665.5
3,13,5,624.29
3,12,4,586.81
3,3,5,304.02
4,12,3,463.49
4,3,5,240.25
4,12,4,779.9
4,6,5,249.71
4,1,2,662.77
5,6,4,627.99
5,5,3,126.71
5,11,4,413.89
5,10,5,733.7
5,13,1,950.71
6,8,1,936.77
6,18,5,400.84
6,10,3,127.8
7,18,1,652.89
7,9,3,460.79
8,13,1,549.47
8,2,3,720.11
8,6,2,286.34
8,15,3,863.83
8,4,5,643.02
9,13,4,839.24
10,11,1,290.7
10,13,1,220.41
10,9,2,468.56
10,19,1,774.7
10,13,4,850.96
11,1,2,194.58
12,3,1,793.15
12,4,3,100.74
12,6,2,581.87
12,11,1,586.42
13,12,4,733.39
14,17,3,396.44
14,17,4,366.47
14,2,1,440.62
14,11,4,139.98
14,14,5,662.82
15,10,1,399.78
15,1,3,974.77
15,1,3,274.49
15,12,5,942.29
15,4,5,281.46
16,5,3,753.0
16,8,4,555.47
17,12,4,891.21
17,8,5,203.39
17,18,4,356.16
17,16,2,936.32
18,11,5,395.68
18,11,4,451.02
18,11,4,228.31
19,20,3,356.73
20,14,4,452.65
20,13,4,390.58
20,10,1,387.3
20,18,1,615.81
20,8,2,796.68
21,18,5,701.78
21,13,1,697.17
21,4,4,988.99
21,5,5,154.52
22,14,1,329.95
22,18,1,792.95
22,19,5,749.71
23,1,1,648.44
23,20,3,349.25
23,7,2,689.25
24,9,4,881.01
24,14,4,543.36
24,8,2,281.43
24,4,2,120.41
24,12,5,758.8
25,7,1,884.64
25,13,5,532.5
25,4,2,482.45
26,11,1,689.58
26,11,3,661.16
26,5,2,766.09
27,12,2,526.61
27,9,2,941.26
27,20,5,331.67
27,10,5,730.03
28,14,5,611.66
28,9,4,675.71
28,6,3,366.88
28,5,4,778.07
28,4,2,465.87
29,20,1,899.26
29,5,5,359.0
29,14,1,711.63
29,10,3,952.15
29,17,5,348.46
30,15,1,407.05
30,20,1,777.17
30,2,4,740.33
31,1,5,787.27
31,16,5,526.99
31,19,4,315.07
31,13,4,835.82
31,10,3,873.44
32,7,5,981.48
32,5,5,842.67
32,12,2,380.19
32,4,2,870.72
32,4,2,737.37
33,2,2,885.52
33,7,5,584.26
33,3,4,592.44
34,11,1,801.18
34,18,4,856.7
34,14,1,364.31
34,13,5,508.17
35,12,2,323.67
36,14,1,125.54
36,19,1,796.42
37,19,4,230.9
37,7,3,726.46
38,19,1,979.81
39,9,2,382.06
39,13,3,988.29
39,4,2,136.34
39,11,1,994.57
40,17,5,680.03
40,9,2,888.13
40,10,3,422.72
40,20,5,122.05
41,2,1,878.86
41,2,3,107.73
41,12,3,572.92
41,7,4,683.7
42,12,1,309.55
42,4,4,950.49
42,7,5,660.29
42,7,1,655.23
43,12,1,860.99
43,2,3,725.58
43,2,5,669.82
44,2,3,941.97
44,5,5,254.15
44,2,1,682.06
45,1,1,289.54
45,16,2,636.77
45,2,2,823.72
45,2,1,409.49
45,18,5,871.53
46,11,3,462.9
46,1,4,988.0
46,18,1,188.21
47,2,1,926.23
48,9,1,395.9
48,9,5,711.94
48,15,2,506.45
48,13,4,239.39
48,6,5,508.1
49,10,1,371.94
49,14,3,877.87
49,1,1,475.99
49,19,1,415.92
49,20,1,200.65
50,4,2,671.54
50,11,3,207.7
50,15,2,767.75
50,14,4,494.32
51,19,3,656.7
51,16,5,919.34
51,12,1,706.19
51,13,5,352.9
52,5,1,449.35
53,5,1,539.47
53,5,1,261.68
53,9,4,841.51
53,3,2,548.04
54,13,5,958.92
54,20,1,233.41
54,10,5,315.08
55,1,3,335.22
55,14,5,305.76
55,15,2,598.83
56,14,4,512.35
56,15,2,389.79
57,15,4,624.52
58,7,4,709.24
58,9,4,625.67
58,9,3,427.71
58,4,2,552.53
58,6,5,172.23
59,16,2,807.47
59,15,5,227.14
60,1,4,554.95
60,5,5,733.09
60,18,3,373.72
61,12,4,160.29
61,11,1,144.34
62,9,5,280.29
62,10,3,239.93
62,6,3,830.62
62,4,5,431.15
63,19,3,647.27
63,2,3,204.31
63,13,3,347.57
63,8,1,931.64
64,2,2,677.13
64,15,2,775.05
65,15,4,180.09
66,14,4,109.96
66,12,1,991.41
66,20,1,109.45
66,8,5,502.29
67,5,4,496.54
68,12,5,947.53
68,10,2,975.62
68,15,4,695.91
69,15,4,505.02
70,12,5,712.69
71,7,1,856.69
71,4,2,218.89
71,1,4,961.51
72,14,1,280.5
73,13,4,284.94
73,14,1,295.7
74,11,1,754.18
74,17,3,267.69
74,9,2,621.45
75,7,5,641.75
75,3,2,229.66
75,8,1,852.64
75,16,4,856.05
76,9,3,784.91
76,4,2,693.55
77,1,5,324.72
78,7,5,971.07
78,17,4,343.14
78,7,4,749.14
78,20,3,569.38
79,7,2,190.61
79,17,2,236.39
79,11,4,612.91
79,2,3,793.93
80,3,5,529.69
81,19,5,599.06
81,7,1,689.65
81,7,2,900.12
81,4,2,556.45
82,19,3,432.44
82,8,5,492.42
82,9,5,563.04
82,5,1,225.91
83,9,3,607.0
83,15,5,128.91
83,18,2,490.39
84,18,3,335.07
85,19,2,666.65
85,1,4,415.18
86,9,5,916.0
86,7,1,311.38
86,2,3,869.66
86,6,1,748.47
87,8,2,701.0
87,18,4,386.91
87,9,3,865.87
88,18,2,473.16
88,3,5,910.58
88,14,5,684.92
88,8,2,841.79
88,20,3,919.42
89,20,1,462.98
89,12,1,929.9
89,8,1,617.26
89,13,4,458.85
89,10,1,704.52
90,11,4,576.13
90,19,2,820.6
90,19,1,609.62
90,3,1,658.89
90,1,2,557.25
91,15,1,596.04
92,10,4,503.26
93,11,4,996.01
93,15,3,461.86
94,4,2,640.95
94,4,4,581.96
94,15,5,758.28
94,16,1,268.85
95,5,3,425.45
95,2,1,657.71
95,6,1,632.39
95,20,1,481.05
96,13,4,998.41
96,9,3,541.18
96,17,5,520.83
97,13,2,105.88
97,15,4,374.54
97,17,2,358.41
98,10,1,318.72
99,13,3,677.61
99,10,4,500.46
99,2,1,446.75
99,10,4,140.84
100,15,3,988.62
100,14,4,505.72
100,2,1,322.53
