order_id,product_id,quantity,price
1,10,4,196.14
1,19,2,986.7
1,11,1,717.3
2,5,2,552.42
3,8,1,443.82
4,20,5,451.22
4,14,2,688.36
4,19,5,438.57
4,12,1,975.67
4,19,1,776.1
5,1,3,653.05
5,20,5,932.49
5,9,2,369.5
6,20,2,236.89
6,13,1,408.29
6,14,1,562.04
6,3,4,937.09
6,9,1,869.17
7,15,2,701.58
7,16,3,422.31
7,4,3,245.44
7,17,5,667.01
7,4,3,558.51
8,8,2,845.04
8,3,1,587.75
9,3,3,714.29
9,10,4,880.02
10,19,2,429.66
10,15,2,881.34
10,12,2,698.92
10,6,2,343.37
11,9,5,173.6
11,20,2,721.36
11,4,2,251.89
12,4,3,859.45
12,17,1,334.23
12,12,3,494.3
12,10,2,942.93
13,12,4,195.64
13,19,5,437.8
13,10,5,383.16
13,15,5,503.71
13,6,5,910.65
14,10,3,631.19
15,4,3,146.06
15,12,2,546.75
15,4,1,407.33
15,7,4,814.99
15,9,3,785.36
16,13,2,903.6
16,2,2,813.98
16,12,5,949.77
16,11,2,397.68
16,10,3,623.01
17,16,5,316.14
17,16,2,380.49
17,5,3,751.18
17,5,3,250.13
17,15,4,456.54
18,9,2,904.68
18,6,1,667.9
18,12,2,305.11
19,2,3,307.99
19,13,5,539.32
19,18,4,160.19
19,5,2,906.44
20,1,4,319.58
20,1,1,618.83
20,11,4,580.5
20,7,5,471.1
20,10,2,163.27
21,20,1,937.48
21,11,3,905.94
21,17,2,777.96
21,6,4,234.37
21,11,5,244.63
22,18,3,530.22
22,9,5,757.62
23,11,4,980.79
23,11,5,280.11
23,1,4,857.6
23,6,2,356.28
24,12,1,897.68
24,15,3,725.63
24,13,4,295.8
24,14,3,445.55
25,17,5,962.63
26,20,5,326.31
26,7,1,791.09
26,17,2,910.91
27,12,2,881.66
28,17,1,132.43
28,14,4,152.56
28,17,1,539.32
28,15,3,240.79
29,19,2,382.14
29,13,1,287.25
29,5,2,929.53
30,1,1,900.96
30,18,3,215.63
30,10,1,748.98
30,13,4,538.68
30,11,1,149.17
31,11,1,796.29
31,1,3,793.86
31,20,2,516.64
32,3,1,853.28
32,17,5,112.04
32,3,3,783.62
32,11,5,716.23
33,16,3,268.03
33,17,2,392.49
33,10,5,940.48
33,4,4,662.04
33,11,5,575.59
34,16,3,646.43
35,18,2,320.27
35,14,2,853.66
36,17,1,235.43
36,12,1,991.52
36,12,4,186.52
37,8,1,569.69
38,19,2,882.31
38,2,4,351.68
39,10,4,291.75
39,3,5,917.23
39,15,5,101.17
39,3,1,627.14
39,20,4,591.53
40,13,5,578.37
40,14,4,704.04
41,17,4,601.1
42,13,5,834.37
42,13,4,519.24
42,15,3,451.14
42,9,2,838.38
43,13,3,212.52
43,5,1,679.37
43,11,5,721.25
43,4,2,954.75
44,5,5,687.26
44,6,2,366.15
44,2,3,939.91
44,18,5,203.51
45,3,4,708.68
45,6,2,522.01
45,6,3,308.34
46,3,2,907.22
46,10,3,624.23
46,7,2,947.62
47,12,5,635.17
47,4,5,298.22
47,10,1,468.18
47,9,3,902.22
48,19,1,856.83
48,9,4,862.74
48,7,3,211.51
48,9,3,492.17
48,13,3,904.11
49,5,2,699.96
50,5,1,378.19
50,1,4,388.66
50,15,3,532.49
50,7,1,842.65
51,17,4,453.91
51,7,3,434.15
51,3,5,602.2
51,9,4,950.92
51,1,4,446.29
52,1,3,287.91
52,2,5,711.9
52,19,2,496.49
52,20,2,291.16
52,9,5,916.95
53,19,2,281.18
53,6,2,139.61
53,12,3,568.52
53,20,2,102.05
53,19,3,823.85
54,2,5,939.83
54,14,2,483.89
54,6,2,521.6
55,15,1,151.29
55,3,4,489.94
55,18,5,419.83
56,13,4,970.95
56,15,3,496.38
56,5,2,580.47
56,3,1,568.68
56,14,1,982.2
57,8,4,207.37
57,8,1,615.47
57,10,1,521.31
57,10,4,265.53
57,17,2,825.16
58,20,2,252.45
58,8,3,501.75
58,13,5,292.35
59,11,5,463.5
60,11,2,527.34
60,16,3,366.56
60,9,4,331.91
61,15,2,391.87
61,3,1,870.0
62,11,5,305.44
62,20,2,549.6
62,18,4,489.61
63,10,1,199.35
63,14,4,767.89
63,8,5,393.96
63,12,3,903.33
64,10,3,719.9
64,7,3,578.98
65,5,3,700.63
65,20,4,142.46
65,7,5,633.0
66,7,5,722.53
66,2,4,525.28
67,19,3,940.69
67,18,1,824.07
67,7,5,991.51
67,10,4,171.84
67,2,3,311.64
68,6,4,183.62
68,15,1,896.62
68,12,2,656.44
68,20,3,633.33
68,15,4,116.34
69,10,4,939.81
69,17,2,637.89
70,10,3,647.04
70,14,1,895.83
70,20,5,529.2
70,9,1,838.44
71,5,5,100.75
71,19,5,868.58
71,10,1,169.28
71,3,5,843.79
72,9,4,940.16
72,18,1,653.83
73,11,3,232.07
74,10,1,955.59
74,11,5,176.63
74,15,2,851.7
74,11,5,718.37
74,16,4,639.19
75,20,5,949.48
75,2,2,319.68
75,11,3,965.68
75,7,5,787.27
76,4,2,871.45
76,5,2,460.76
76,7,2,833.26
76,7,4,648.29
76,11,1,953.03
77,15,2,477.81
77,2,4,456.24
78,7,2,351.1
78,18,4,549.6
78,19,5,474.91
79,19,2,263.86
80,17,3,916.64
81,17,1,779.08
81,7,4,583.83
82,19,1,791.22
82,9,4,996.43
82,19,1,421.09
83,4,5,491.55
83,18,3,743.56
83,11,2,284.69
83,6,4,703.52
84,19,5,736.15
85,1,2,172.52
85,19,4,935.99
85,16,1,563.64
85,11,2,978.82
86,7,3,214.07
86,12,4,685.05
86,3,3,412.19
86,10,2,257.82
87,8,3,564.2
87,10,4,377.82
87,20,2,675.98
88,2,3,339.22
88,12,1,982.36
89,18,5,594.55
89,2,5,373.97
89,14,3,464.4
89,15,2,228.35
89,18,3,972.96
90,14,4,663.16
91,5,1,982.31
91,17,4,158.17
91,4,2,259.44
92,15,4,316.81
92,9,4,374.32
92,1,3,368.89
93,3,4,866.97
93,11,1,581.43
93,5,2,249.06
94,19,4,307.83
94,1,5,917.03
94,7,3,649.23
94,2,2,623.03
94,7,4,392.86
95,15,2,914.27
95,2,1,245.11
95,8,4,108.78
95,18,4,628.12
96,17,3,731.04
96,4,1,441.47
97,18,2,248.6
97,8,3,533.65
97,20,1,927.18
98,9,2,219.21
98,3,5,967.9
98,20,4,276.1
98,16,5,308.91
98,18,3,552.44
99,12,1,735.26
99,16,3,871.59
99,4,4,116.84
100,5,4,191.19
100,18,5,474.46
100,1,3,859.45
