order_id,product_id,quantity,price
1,18,4,289.13
1,14,4,577.51
1,10,2,403.88
2,2,2,924.03
3,11,3,873.92
4,17,4,567.21
4,9,4,142.48
4,11,3,822.56
4,17,4,192.8
5,18,3,371.13
6,18,5,879.23
6,12,5,198.52
7,17,3,554.53
7,17,2,690.94
7,7,5,490.32
8,6,4,872.59
8,12,1,378.32
8,13,4,961.86
9,17,5,165.69
9,11,5,613.61
9,18,5,588.4
9,2,5,734.39
10,17,3,813.74
10,6,1,381.57
11,7,1,114.31
11,2,3,990.2
11,20,2,210.4
11,16,4,467.97
12,10,3,191.26
12,11,4,526.55
12,15,1,130.83
13,2,5,367.72
13,17,5,141.94
14,15,4,144.5
14,16,4,269.08
14,18,1,913.47
15,20,4,240.87
15,4,1,668.11
15,18,1,907.89
15,17,5,830.0
15,15,2,470.68
16,2,4,523.69
16,7,1,207.07
17,4,4,920.85
18,11,4,175.9
19,14,2,232.73
19,8,5,505.97
19,14,3,888.09
19,14,5,628.78
19,15,4,638.99
20,8,2,247.06
20,5,2,268.21
20,8,1,591.85
21,5,3,454.42
21,10,2,881.83
21,16,5,700.92
21,13,4,736.22
21,12,4,633.3
22,2,3,249.36
22,4,4,388.7
22,11,1,502.44
22,9,2,199.95
22,13,3,124.41
23,8,2,203.59
23,11,3,726.45
24,6,4,837.0
25,15,3,405.46
26,19,5,531.95
27,4,4,625.87
27,15,1,309.99
27,3,1,300.61
27,10,1,397.24
28,2,5,956.52
29,11,2,441.83
29,9,1,659.93
29,19,2,766.79
30,3,4,260.59
31,9,3,703.69
31,16,5,860.51
32,6,1,952.05
32,20,4,314.26
32,14,5,649.4
32,4,5,396.23
32,11,4,539.37
33,5,2,476.45
33,3,5,659.94
33,1,1,991.04
33,5,2,484.58
34,5,4,748.7
34,2,1,838.95
34,6,1,658.52
34,5,5,277.15
34,4,2,685.48
35,8,2,963.26
35,7,2,773.18
35,8,1,758.04
35,2,5,281.85
36,2,3,815.71
37,6,3,247.34
37,9,2,854.95
37,6,1,182.92
37,11,5,631.77
37,8,4,669.15
38,6,5,852.43
38,1,3,969.9
39,3,4,223.12
40,9,2,304.98
41,18,5,851.46
42,9,3,580.94
42,5,1,371.94
42,1,2,233.67
42,12,3,798.33
43,17,1,711.86
43,12,1,146.65
43,20,5,964.95
43,15,2,741.88
44,15,2,487.33
44,17,1,651.94
44,6,1,412.74
44,5,1,250.77
44,16,1,138.05
45,13,2,334.24
