order_id,order_date
1,2025-07-13
2,2025-07-13
3,2025-07-10
4,2025-07-04
5,2025-07-06
6,2025-07-03
7,2025-07-08
8,2025-07-01
9,2025-07-09
10,2025-07-01
11,2025-07-12
12,2025-07-01
13,2025-07-15
14,2025-07-08
15,2025-07-06
16,2025-07-14
17,2025-07-14
18,2025-07-03
19,2025-07-10
20,2025-07-14
21,2025-07-05
22,2025-07-05
23,2025-07-08
24,2025-07-14
25,2025-07-10
26,2025-07-06
27,2025-07-07
28,2025-07-13
29,2025-07-11
30,2025-07-12
31,2025-07-11
32,2025-07-10
33,2025-07-12
34,2025-07-10
35,2025-07-09
36,2025-07-07
37,2025-07-08
38,2025-07-12
39,2025-07-15
40,2025-07-10
41,2025-07-01
42,2025-07-13
43,2025-07-05
44,2025-07-03
45,2025-07-03
46,2025-07-04
47,2025-07-04
48,2025-07-03
49,2025-07-13
50,2025-07-10
51,2025-07-04
52,2025-07-03
53,2025-07-04
54,2025-07-05
55,2025-07-05
56,2025-07-07
57,2025-07-06
58,2025-07-06
59,2025-07-12
60,2025-07-14
61,2025-07-05
62,2025-07-09
63,2025-07-03
64,2025-07-04
65,2025-07-03
66,2025-07-05
67,2025-07-08
68,2025-07-04
69,2025-07-03
70,2025-07-11
71,2025-07-13
72,2025-07-07
73,2025-07-11
74,2025-07-04
75,2025-07-13
76,2025-07-04
77,2025-07-14
78,2025-07-08
79,2025-07-06
80,2025-07-06
81,2025-07-14
82,2025-07-12
83,2025-07-09
84,2025-07-02
85,2025-07-12
86,2025-07-09
87,2025-07-08
88,2025-07-13
89,2025-07-05
90,2025-07-01
91,2025-07-10
92,2025-07-13
93,2025-07-05
94,2025-07-05
95,2025-07-05
96,2025-07-05
97,2025-07-13
98,2025-07-10
99,2025-07-08
100,2025-07-06
