order_id,product_id,quantity,price
1,5,2,212.17
1,11,1,748.41
1,16,2,488.06
1,2,1,666.33
2,6,1,957.74
2,6,2,819.36
2,1,4,324.71
2,17,5,261.77
2,9,2,134.8
3,4,5,288.25
3,11,2,956.54
3,5,1,853.91
3,19,4,476.61
3,11,2,443.87
4,19,5,867.63
4,4,1,935.4
5,7,1,434.65
5,16,4,136.34
6,15,2,731.61
6,18,5,400.06
6,3,1,664.36
7,6,4,918.34
7,1,1,217.74
7,1,5,757.93
7,4,5,512.85
8,8,2,821.57
8,15,5,620.95
8,14,2,565.28
8,11,5,292.79
8,11,5,859.51
9,8,3,902.34
10,9,3,551.11
10,20,1,452.46
10,6,1,209.51
10,9,2,806.51
10,5,4,657.64
11,9,1,372.22
12,20,1,319.74
12,3,3,951.3
13,14,5,710.53
13,4,5,840.33
13,2,2,299.49
13,19,5,655.94
13,3,4,184.51
14,3,1,860.66
15,17,4,865.92
15,17,1,781.55
15,1,1,123.99
15,10,1,369.15
16,5,4,884.2
17,17,4,129.97
17,7,2,414.91
17,4,4,258.01
17,14,3,320.03
18,13,3,657.43
18,18,4,423.34
18,12,2,499.66
19,14,3,147.5
19,6,3,867.63
19,13,2,732.58
19,11,1,195.84
20,16,2,529.33
20,5,5,191.01
20,18,2,242.6
20,1,2,747.3
20,10,5,498.53
21,12,1,461.12
21,4,2,263.22
21,3,3,193.81
22,4,3,825.75
22,13,3,826.5
22,3,5,139.96
23,15,1,415.01
23,6,3,640.26
23,19,2,151.52
23,1,2,413.57
23,5,2,888.3
24,1,2,568.24
24,7,5,578.06
24,13,2,142.98
24,16,1,652.47
24,11,5,182.18
25,2,2,672.89
25,4,3,166.58
25,10,5,858.42
26,10,1,293.18
26,9,2,754.88
27,2,3,189.36
28,7,3,158.24
28,5,5,681.88
28,3,2,319.34
29,18,3,164.64
29,13,2,606.61
29,15,3,896.7
29,13,3,540.62
29,11,1,267.24
30,14,1,400.39
30,19,2,451.33
30,8,4,167.79
31,2,4,993.15
31,18,3,723.97
31,8,5,832.65
32,17,3,199.15
32,1,4,744.47
32,14,4,528.36
33,1,3,234.97
34,6,2,658.89
34,17,3,956.63
34,16,5,876.68
35,7,1,713.51
36,8,5,249.5
36,14,4,878.45
36,9,2,211.71
36,1,1,475.28
36,14,1,626.58
37,16,5,453.49
37,20,5,940.74
37,1,4,246.54
37,14,5,186.73
37,11,5,809.34
38,12,5,835.04
38,13,3,727.78
38,3,5,155.81
39,10,2,432.76
39,16,3,249.28
39,3,3,245.28
40,11,3,574.46
41,5,1,746.73
41,11,2,359.12
41,19,4,412.41
41,18,4,366.66
42,7,4,241.79
43,7,2,652.54
43,14,1,613.88
43,17,2,184.43
43,9,5,595.91
43,8,4,977.37
44,18,4,969.89
45,13,1,497.88
46,14,4,357.68
46,1,5,464.94
47,7,4,979.05
47,20,2,879.48
47,13,4,298.51
47,4,4,731.01
48,2,2,256.87
48,10,5,325.36
48,5,1,563.03
48,2,1,155.1
49,7,1,613.11
49,5,4,722.3
49,15,1,479.84
49,10,3,104.82
49,1,4,352.55
50,19,3,721.27
50,6,3,891.63
50,7,5,242.34
51,20,5,307.49
51,15,1,980.31
51,17,2,763.8
51,6,2,355.63
52,10,1,251.19
52,17,4,913.74
53,8,3,870.15
53,3,4,991.97
53,9,4,446.5
53,15,4,516.03
54,1,3,175.25
54,3,1,595.3
55,12,5,248.38
56,11,3,918.11
56,17,4,103.73
56,7,3,222.54
56,5,2,742.45
57,1,5,466.13
57,19,1,427.66
57,12,5,260.35
57,16,4,691.2
57,10,3,292.4
58,9,1,289.08
58,14,3,457.76
59,13,2,808.61
59,19,2,959.08
59,11,4,720.63
59,1,2,646.12
59,4,5,588.31
60,18,1,753.54
61,8,5,268.16
61,14,3,903.15
62,8,2,472.11
62,16,1,317.6
63,16,2,888.44
63,2,2,799.6
63,10,1,227.99
63,12,4,107.39
64,9,4,755.18
64,11,5,632.12
64,14,5,905.28
64,5,3,550.08
65,12,5,804.2
65,14,3,854.31
65,6,3,572.73
65,13,1,736.74
66,4,2,411.81
66,8,2,456.41
66,16,1,489.33
67,6,5,493.66
67,1,2,755.41
68,11,4,359.09
68,14,4,243.09
68,19,1,265.51
69,15,4,730.3
69,10,2,902.19
69,1,4,414.08
69,18,5,187.9
70,12,2,850.94
70,1,5,455.38
70,13,1,202.77
70,15,5,951.37
71,7,1,604.91
71,14,3,894.94
71,8,3,848.25
71,12,1,732.69
71,11,4,933.85
72,1,3,712.61
72,4,3,517.83
72,4,3,260.09
72,4,1,100.45
72,20,4,707.04
73,16,4,295.43
73,7,2,487.36
73,16,3,380.51
74,15,4,522.29
74,5,4,481.76
74,19,4,148.71
75,8,4,779.92
75,10,5,921.89
76,5,5,510.76
76,16,2,646.49
76,4,4,605.07
76,2,3,780.7
77,7,2,922.28
78,10,1,765.03
78,18,3,828.8
79,13,1,862.0
80,5,3,573.39
80,3,3,695.38
80,18,1,248.85
80,6,5,540.67
81,8,1,769.44
81,12,2,804.6
81,10,1,637.95
81,1,4,350.56
82,4,4,467.27
82,11,1,326.34
82,16,5,465.08
83,20,1,408.27
83,3,1,541.04
83,1,2,959.46
83,14,1,562.82
83,18,4,404.12
84,18,4,239.24
84,5,4,953.12
84,11,1,607.17
85,16,1,249.44
85,15,2,185.44
85,18,5,214.8
85,4,4,407.5
86,8,2,124.43
86,7,2,588.42
86,2,1,574.84
87,20,1,909.27
87,3,1,312.16
88,5,1,984.68
89,4,4,555.53
89,14,5,100.74
89,19,2,986.3
89,19,2,197.96
90,4,4,803.0
91,20,4,784.5
92,13,5,803.65
93,8,2,333.16
93,6,1,488.83
94,11,4,451.67
94,14,2,929.97
95,12,4,419.64
95,20,2,815.66
95,4,5,346.25
95,8,3,950.69
95,2,1,257.86
96,13,5,892.35
97,5,2,805.87
98,7,5,712.73
98,9,1,147.34
98,6,2,586.0
98,12,2,552.23
99,5,4,287.12
100,15,1,164.58
