order_id,product_id,quantity,price
1,14,1,187.54
1,20,4,255.04
2,18,3,721.18
3,15,2,352.46
3,13,2,764.72
3,1,2,686.07
3,10,3,139.52
3,7,5,908.35
4,20,1,768.3
4,12,5,349.2
4,19,5,131.68
4,7,4,860.38
4,4,1,430.22
5,18,4,105.38
5,4,1,569.44
5,12,5,792.44
5,15,2,196.68
6,13,2,144.96
6,5,1,733.08
6,3,4,327.87
7,12,4,169.54
8,15,3,974.31
8,19,2,592.28
8,2,4,247.21
9,10,3,303.71
9,19,4,631.59
9,7,1,338.38
9,3,4,262.91
10,19,2,755.79
10,2,5,272.6
10,7,2,104.53
10,2,3,670.68
10,2,4,616.89
11,8,3,799.02
11,17,2,328.74
11,6,2,214.78
11,2,4,322.88
12,2,3,894.13
12,3,4,590.28
13,1,2,727.6
13,20,1,368.56
13,14,1,310.11
13,3,4,466.95
13,17,3,871.42
14,18,5,126.86
14,1,5,457.29
15,18,4,520.79
15,7,1,756.6
15,3,3,998.01
15,13,2,702.76
15,8,5,474.85
16,6,5,259.12
16,10,3,765.89
16,15,4,305.61
17,9,3,729.43
17,12,1,226.63
17,5,5,831.81
17,9,5,755.3
17,9,2,582.87
18,17,2,359.88
18,8,4,405.88
19,13,3,538.09
19,7,4,762.29
20,7,1,620.37
20,20,2,977.61
20,7,3,514.58
20,20,1,459.18
21,12,3,959.24
21,15,1,667.78
21,13,5,246.55
21,8,1,569.27
21,14,4,347.83
22,16,5,407.73
23,13,5,182.58
23,16,2,563.63
23,15,4,999.53
24,2,3,156.87
24,5,1,145.8
25,4,1,844.23
25,20,4,123.61
25,17,1,721.63
25,14,4,626.63
26,14,2,639.46
26,19,1,836.27
26,11,4,599.28
26,9,1,275.65
27,18,2,340.11
28,13,5,589.89
28,4,1,884.03
28,17,2,255.99
29,10,1,287.89
29,18,2,841.26
29,14,1,567.63
29,18,3,372.04
30,13,1,774.96
31,19,4,180.74
32,5,1,776.33
32,8,1,161.93
32,16,1,240.73
32,19,3,704.54
33,6,1,291.48
33,10,1,501.76
33,6,1,623.97
33,7,2,213.18
33,17,1,461.35
34,12,2,173.02
34,8,1,881.04
35,11,4,543.11
35,7,4,295.37
35,6,4,725.56
35,9,1,270.73
35,19,3,745.25
36,8,1,726.69
37,20,4,298.9
37,18,5,191.28
37,17,4,380.1
37,17,5,372.41
38,12,3,666.0
38,8,4,635.77
38,5,3,525.12
39,7,4,922.23
39,4,5,431.74
39,13,1,588.32
39,4,3,190.19
39,17,2,751.71
40,6,4,464.4
41,20,4,367.1
41,5,3,488.83
41,12,2,811.16
42,8,3,692.79
43,10,2,576.85
43,6,4,698.02
43,2,5,395.35
43,17,5,502.28
43,7,2,657.76
44,2,4,990.51
44,17,4,340.21
44,3,3,302.76
44,18,3,610.96
44,8,4,802.58
45,18,5,651.96
46,20,5,349.24
47,16,5,412.58
47,7,3,796.19
47,3,5,964.71
47,19,3,509.21
48,16,4,978.96
49,3,3,102.26
49,9,5,295.67
50,4,4,853.28
50,13,3,604.02
50,7,5,310.87
51,6,5,942.41
52,8,5,457.3
52,5,4,940.93
52,16,4,848.53
52,18,5,736.23
53,3,5,304.84
53,20,5,649.16
54,19,3,818.55
54,5,3,375.76
54,6,1,334.56
54,4,5,767.63
54,10,2,158.51
55,10,2,790.55
55,5,2,140.26
