order_id,product_id,quantity,price
1,3,3,821.94
1,12,1,497.92
1,20,2,910.5
2,17,4,322.33
2,9,1,379.07
3,8,2,641.18
3,11,1,921.35
4,7,5,306.67
5,3,1,859.22
5,15,4,882.19
6,1,2,874.14
6,12,4,219.96
7,20,2,683.56
7,17,4,118.49
7,4,3,486.0
8,7,5,152.18
9,13,1,920.3
9,17,1,361.7
9,18,2,894.05
10,15,2,107.76
10,11,4,894.16
10,14,5,744.89
10,15,3,905.84
11,5,5,462.37
11,19,1,669.09
11,7,4,684.25
12,6,2,604.13
12,15,2,263.44
12,14,1,813.49
13,6,4,698.78
13,2,5,491.42
13,16,4,140.37
14,17,1,108.56
15,12,4,644.58
15,7,4,900.57
15,6,2,417.61
16,20,3,234.54
16,4,3,777.43
17,15,1,733.72
17,12,2,752.83
18,14,3,553.63
18,9,3,340.6
18,12,4,159.45
19,18,2,254.39
19,7,4,111.89
19,6,3,891.22
19,4,1,406.35
19,3,1,166.63
20,6,1,852.06
20,20,4,330.69
20,10,2,255.54
20,18,2,962.88
21,3,5,474.68
21,11,1,897.53
22,9,3,574.87
22,19,5,131.22
22,13,1,529.73
22,14,4,144.04
22,19,1,473.73
23,15,3,479.58
23,9,1,356.8
23,12,5,778.94
23,3,4,461.72
23,20,2,796.21
24,12,5,213.69
24,5,4,258.37
25,15,2,496.63
26,8,2,889.25
26,7,2,124.03
27,3,4,486.86
27,7,2,737.77
27,9,1,930.79
27,19,5,591.06
27,11,3,737.89
28,12,4,347.57
28,15,3,273.7
28,6,2,213.08
28,20,4,472.65
29,2,3,813.67
30,20,2,954.53
30,19,2,593.14
30,2,4,520.49
30,10,4,530.73
30,18,4,948.66
31,11,3,600.02
31,11,2,332.86
31,20,2,777.87
31,7,3,971.6
32,6,1,691.31
32,14,3,785.57
33,5,4,778.91
33,10,4,312.34
33,11,5,817.0
33,20,5,415.9
33,8,5,404.24
34,12,4,860.02
35,11,2,464.63
35,9,2,603.12
35,7,2,205.84
35,17,5,238.94
35,14,5,666.48
36,11,3,747.98
36,5,3,325.4
37,17,4,811.42
38,2,2,470.61
38,6,5,878.74
39,20,4,820.25
39,4,1,117.71
39,5,3,356.85
39,19,1,822.4
40,8,4,299.59
40,2,3,762.08
40,6,3,414.68
41,18,5,259.63
41,17,2,357.92
42,16,3,666.22
42,18,4,369.88
43,12,1,144.08
44,2,5,767.92
44,15,2,736.85
45,17,4,890.46
45,13,2,705.16
45,1,5,595.28
45,8,1,442.6
45,6,2,883.97
46,8,3,552.11
47,6,4,948.38
48,12,4,372.12
48,12,1,611.9
48,13,1,395.02
49,16,1,119.53
49,18,1,599.82
49,9,2,348.67
49,10,4,338.47
49,7,5,753.98
50,16,2,359.17
50,16,3,313.86
51,6,3,560.73
52,4,4,561.36
52,12,4,512.11
53,15,4,326.25
53,5,4,978.21
53,14,4,477.37
54,4,2,176.46
55,11,4,667.42
56,12,5,359.82
56,7,1,763.42
56,3,4,425.61
57,19,5,933.95
57,19,2,595.79
57,4,2,197.57
57,17,2,992.34
57,9,1,739.53
58,10,5,759.09
59,2,4,884.56
59,5,4,536.58
59,8,1,151.74
59,5,2,775.34
60,7,5,900.29
60,19,1,182.47
60,13,4,597.91
61,20,3,297.36
61,17,3,826.83
62,2,4,592.0
62,11,5,391.07
62,6,2,502.78
63,13,2,773.44
63,19,3,466.82
63,17,2,807.84
63,7,3,135.64
63,11,5,949.97
64,4,3,175.13
64,8,1,854.6
64,1,3,920.47
64,5,2,957.53
64,4,2,178.41
65,19,4,672.72
65,17,3,179.62
66,14,3,163.16
66,18,5,238.08
66,14,1,899.71
67,10,1,223.79
68,17,2,447.02
68,18,1,687.6
68,13,5,709.87
69,19,2,155.8
69,19,4,283.79
70,17,5,252.88
70,5,5,925.51
71,11,2,358.55
71,13,2,813.52
71,2,2,519.8
71,2,3,316.5
72,1,1,379.16
72,5,4,196.39
72,7,2,768.2
72,8,1,128.69
73,6,5,245.75
73,20,5,320.28
74,6,4,717.31
74,5,3,884.23
74,8,2,435.4
74,12,5,952.62
75,13,5,534.32
75,10,4,693.41
75,2,4,521.21
75,10,5,941.15
76,16,2,788.93
76,3,3,998.9
77,15,1,125.85
77,1,1,662.52
77,2,2,159.27
77,19,3,193.61
77,13,5,566.43
78,8,1,732.16
79,7,1,680.5
79,17,1,638.41
79,3,2,612.32
79,13,1,864.32
79,15,5,637.89
80,4,4,659.07
80,13,1,916.38
80,2,3,369.34
80,12,4,667.58
81,5,4,883.23
81,11,4,715.98
81,20,1,494.54
81,16,1,688.84
81,19,1,549.81
82,13,1,205.91
82,2,1,914.54
82,16,1,797.99
82,18,4,843.78
82,12,2,397.74
83,9,2,320.0
83,12,4,412.06
84,3,1,268.57
84,16,1,824.76
85,9,1,256.91
86,1,4,779.72
87,13,3,385.63
87,11,3,922.82
87,5,4,147.38
87,5,4,204.79
88,20,5,752.48
89,7,3,148.83
89,9,4,391.69
89,18,3,997.24
90,7,2,880.18
90,15,4,565.03
90,3,4,902.57
90,13,2,132.24
91,17,2,605.84
91,20,5,729.44
91,16,5,980.07
91,20,4,463.76
92,8,4,954.88
92,20,5,885.85
92,3,5,650.01
92,2,1,454.1
93,10,3,915.0
93,12,3,416.3
93,19,3,109.69
94,7,4,831.57
94,5,2,536.76
94,6,2,712.47
95,2,2,328.17
95,16,1,225.27
95,4,1,186.52
96,11,3,454.61
96,2,2,685.42
97,17,3,866.87
97,7,4,767.83
98,13,5,388.96
99,20,4,166.5
99,2,4,776.7
100,13,5,598.22
