order_id,product_id,quantity,price
1,2,4,120.96
2,6,2,374.33
3,19,3,978.72
3,16,4,307.19
3,19,3,287.96
3,9,4,864.95
4,12,2,633.29
5,3,4,696.3
5,11,5,597.87
6,10,4,732.79
6,4,5,911.01
6,12,4,498.81
6,16,5,946.72
7,13,3,682.14
7,14,2,655.83
8,10,3,838.83
8,18,4,259.51
8,11,3,513.61
8,10,1,238.92
9,16,4,447.04
10,9,1,687.52
10,9,3,290.9
10,7,1,425.72
11,4,2,333.46
11,1,2,326.84
12,7,5,534.02
12,1,5,420.8
12,5,4,576.24
12,16,1,740.73
13,14,5,600.28
13,13,2,348.51
13,5,4,339.18
14,10,1,739.66
14,18,5,774.38
14,10,3,801.36
14,4,5,106.89
15,1,4,486.03
15,14,3,271.97
15,14,2,880.95
15,11,3,725.72
15,20,3,748.56
16,6,2,395.07
16,14,5,843.7
16,9,4,203.51
16,3,5,589.09
17,7,1,859.27
18,6,5,594.73
18,14,2,265.19
19,8,3,221.27
20,18,2,925.01
20,5,1,708.37
20,5,5,882.17
20,2,1,168.08
20,10,5,312.85
21,11,3,974.46
21,18,4,863.7
22,20,2,431.72
22,4,2,472.32
22,8,3,608.45
23,11,5,321.31
24,7,1,434.42
24,14,3,639.1
24,8,2,567.55
25,4,3,884.58
26,13,5,782.51
27,13,3,829.2
27,16,3,511.43
27,11,5,902.65
27,15,1,631.77
28,9,2,478.14
28,13,2,107.59
28,1,5,922.53
28,15,4,192.67
28,16,1,463.76
29,1,4,217.66
29,9,3,150.1
29,9,4,379.01
30,8,1,168.52
30,18,1,297.93
30,18,3,430.37
31,3,1,413.85
31,15,4,588.39
32,15,2,636.22
32,15,2,373.78
32,9,5,626.76
32,11,4,363.58
32,19,3,328.78
33,1,4,935.91
33,3,3,318.15
34,4,1,859.91
35,12,4,842.73
35,5,3,877.85
35,15,5,953.02
36,11,4,231.51
36,4,3,213.58
36,10,3,377.13
37,11,5,912.41
37,20,4,843.42
37,4,3,222.44
37,1,4,288.07
38,2,5,483.67
38,7,4,178.91
38,19,5,664.23
38,3,2,360.51
38,12,5,818.56
39,17,2,934.07
39,12,1,105.49
39,20,3,513.71
39,12,3,966.27
39,9,1,223.28
40,7,5,482.3
40,13,4,302.0
41,15,4,852.37
41,7,5,851.32
41,19,2,394.46
41,8,5,709.12
42,8,2,359.87
42,13,2,484.32
42,1,3,593.55
43,1,3,370.69
44,15,5,717.67
44,20,4,816.47
44,7,1,119.19
44,2,3,325.66
44,13,4,275.41
45,6,4,161.98
45,9,1,476.78
45,11,1,849.22
45,12,1,943.58
46,13,3,979.58
46,13,2,831.95
46,11,1,259.97
46,16,4,238.07
47,2,4,847.19
47,6,1,172.4
47,19,3,894.65
47,7,1,991.54
47,10,4,270.32
48,8,3,349.76
48,15,5,666.05
49,13,5,728.6
49,4,3,589.34
49,13,3,186.77
49,3,2,524.07
49,13,5,762.44
50,9,2,736.56
51,14,1,366.71
51,18,5,401.97
51,2,1,373.24
51,17,1,159.52
51,12,2,185.88
52,17,5,408.28
52,14,3,572.93
52,9,1,110.95
53,2,3,529.91
53,20,4,746.13
53,14,2,531.97
53,8,4,219.71
54,3,3,493.42
54,10,3,109.47
54,9,1,626.37
55,16,1,864.95
56,7,1,145.74
56,16,4,636.32
56,3,4,351.88
57,9,1,651.69
58,20,4,427.24
58,3,1,291.25
58,17,2,530.67
58,5,1,596.45
58,8,5,817.47
59,8,2,339.08
59,12,3,612.22
60,8,3,387.94
61,16,2,977.63
62,2,5,886.96
62,2,2,863.03
62,18,5,636.37
62,16,5,709.56
62,7,2,737.37
63,7,4,998.66
63,11,4,106.0
63,19,3,711.29
64,7,3,514.63
64,18,5,810.0
64,6,3,491.56
64,15,5,258.84
65,14,4,844.03
65,3,2,418.97
65,9,1,654.32
65,16,5,916.69
66,13,3,741.48
66,2,2,355.73
66,7,1,214.11
67,14,5,437.48
68,4,1,638.56
68,11,4,551.34
69,2,3,413.32
70,6,5,624.3
70,18,4,258.78
70,5,3,237.31
70,4,1,498.23
71,10,3,915.65
71,4,2,301.31
72,2,4,955.31
72,19,3,229.23
72,15,4,210.57
72,9,5,554.59
73,11,4,480.07
73,18,3,712.09
73,9,2,326.98
73,16,4,672.72
74,19,1,687.05
74,17,5,312.88
74,2,5,611.02
74,15,4,266.11
74,19,3,219.78
75,6,4,652.64
76,12,3,299.7
76,18,2,247.66
76,9,1,997.47
76,12,5,141.29
77,15,4,423.54
77,11,3,949.91
77,3,4,739.68
77,9,4,911.93
77,7,2,379.1
78,13,2,465.4
78,19,3,286.84
79,11,1,534.75
79,2,1,303.18
79,11,1,107.41
79,11,5,560.42
80,15,3,227.59
80,11,4,732.33
81,6,5,734.68
81,5,2,165.09
81,20,1,156.63
81,2,2,345.08
81,17,3,462.11
82,1,3,466.66
82,9,3,126.75
82,18,3,749.36
82,13,4,858.82
82,17,4,644.58
83,9,4,371.52
83,8,1,868.3
83,18,2,514.05
83,7,3,989.47
84,18,2,344.13
85,13,4,510.04
85,13,5,385.97
85,5,1,259.69
85,12,3,738.52
85,10,1,338.67
86,3,5,157.76
86,19,2,887.65
86,14,2,375.97
86,4,4,560.84
87,16,3,932.02
87,6,1,786.36
88,8,1,681.0
89,4,2,225.66
89,11,1,768.3
89,15,2,778.75
89,12,4,871.35
90,15,1,415.6
90,14,4,948.44
90,10,5,520.16
90,17,2,854.75
91,2,3,837.92
92,4,2,164.18
92,10,5,741.55
92,12,1,123.14
93,9,2,919.12
93,11,5,210.0
93,6,5,409.32
94,19,3,688.41
95,6,4,636.34
95,20,3,611.41
95,18,5,584.05
95,12,2,315.41
95,16,3,188.11
96,2,2,641.55
97,8,3,851.68
97,10,4,649.94
97,9,5,297.79
97,15,1,396.91
97,11,5,295.95
98,3,4,617.01
98,11,5,869.28
98,18,4,857.3
99,20,4,557.18
100,8,1,214.14
100,10,3,640.48
100,13,1,451.92
